Author,Format,ID,Name,Pages,Publisher,Publishing_Date,Rating
Simon R. Green,Hardcover,2827.0,Blue Moon Rising (Darkwood),480.0,Ace,2005-9-6,4.1
Sharon Shinn,Paperback,2828.0,"Dark Moon Defender (The Twelve Houses, Book 3)",480.0,Ace,2007-9-25,4.4
Jeremy Robinson,Kindle,2829.0,The Last Hunter - Pursuit (Book 2 of the Antarktos Saga),272.0,Breakneck Media,2011-5-19,4.8
Brian D Anderson,Paperback,2830.0,The Vale: Behind the Vale,326.0,Brian D. Anderson,2018-3-20,4.5
Lucy Hounsom,Paperback,2831.0,Firestorm (The Worldmaker Trilogy),512.0,Pan Macmillan,2018-3-1,3.5
Dorothy Hearst,Kindle,2832.0,Secrets of the Wolves: A Novel (The Wolf Chronicles),384.0,Simon & Schuster,2012-7-24,4.6
Diana L. Paxson,Hardcover,2833.0,Marion Zimmer Bradley's Ancestors of Avalon,384.0,Ace,2005-6-7,3.8
Scott Straughan,Hardcover,2834.0,A Goblin's Tale (The Iron Teeth),394.0,Scott Straughan,2017-5-23,4.7
Carrie Vaughn,Paperback,2835.0,Low Midnight (Kitty Norville),320.0,Tor Books,2014-12-30,4.3
Carol Berg,Kindle,2836.0,Transformation (Rai Kirah),448.0,Ace,2000-8-1,4.6
Carrie Vaughn,Kindle,2837.0,Kitty Rocks the House (Kitty Norville),336.0,Tor Books,2013-3-26,4.3
Rachel Caine,Hardcover,2838.0,"Chill Factor (Weather Warden, Book 3)",352.0,Ace,2005-1-4,4.3
Joseph Malik,Hardcover,2839.0,Dragon's Trail (The Outworlders) (Volume 1),390.0,Oxblood Books,2017-10-1,4.5
Lee Falk,Paperback,2840.0,PHANTOM COMPLETE AVON NOVELS VOLUME #2 SLAVE MARKET OF MUCAR,160.0,Hermes Press,2017-2-14,4.0
Kate Elliott,Paperback,2841.0,"King's Dragon (Crown of Stars, Vol. 1)",640.0,DAW,1998-2-1,4.0
Michael R Fletcher,Kindle,2842.0,Beyond Redemption,512.0,Harper Voyager,2015-6-16,4.4
Rob Thurman,Hardcover,2843.0,Roadkill (Cal Leandros),352.0,Ace,2010-3-2,4.4
Patricia Bray,Paperback,2844.0,"Devlin's Justice (Sword of Change, Book 3)",400.0,Spectra,2004-3-30,3.6
Angus Watson,Hardcover,2845.0,Reign of Iron (Iron Age),560.0,Orbit,2015-9-29,4.4
Angus Watson,Paperback,2846.0,Clash of Iron (Iron Age),560.0,Orbit,2015-4-14,4.0
Tad Williams,Hardcover,2847.0,"Sea of Silver Light (Otherland, Book 4)",1072.0,Daw Books,2002-4-1,4.6
Devon Monk,Paperback,2848.0,Magic on the Hunt,368.0,Ace,2011-0-0,4.3
James Islington,Paperback,2849.0,An Echo of Things to Come (The Licanius Trilogy),784.0,Orbit,2018-6-12,4.6
Lisa Shearin,Kindle,2850.0,"Magic Lost, Trouble Found (Raine Benares, Book 1)",352.0,Ace,2007-5-29,4.1
Kelly McCullough,Hardcover,2851.0,Darkened Blade (A Fallen Blade Novel),320.0,Ace,2015-4-28,4.3
Melanie Rawn,Paperback,2852.0,"Skybowl (Dragon Star, Book 3)",776.0,DAW,1994-3-1,4.8
Joseph A. McCullough,Paperback,2853.0,Frostgrave: Thaw of the Lich Lord,64.0,Osprey Publishing,2015-11-17,4.8
Jennifer Rose McMahon,Paperback,2854.0,Inish Clare (The Pirate Queen) (Volume 2),256.0,City Owl Press,2017-9-5,4.6
John John,Kindle,2855.0,The Golden Sword,119.0,CreateSpace Independent Publishing Platform,2018-3-4,3.8
Tina LeCount Myers,Hardcover,2856.0,The Song of All (Legacy of the Heavens),452.0,Night Shade Books,2018-2-20,3.3
Sam Sykes,Kindle,2857.0,An Affinity for Steel: The Aeons' Gate Trilogy,1472.0,Orbit,2016-6-7,3.8
Mercedes Lackey,Hardcover,2858.0,"The Phoenix Transformed (Enduring Flame, Book 3) (The Enduring Flame)",800.0,Tor Fantasy,2010-8-3,3.6
A. Lee Martinez,Kindle,2859.0,Chasing the Moon,336.0,Orbit,2012-2-1,4.2
Forrest Staley,Hardcover,2860.0,The Light Knight,423.0,Independently published,2018-2-14,3.7
Josh Reynolds,Paperback,2861.0,The Spear of Shadows (Eight Lamentations),400.0,Games Workshop,2018-3-6,
Rebecca Chastain,Hardcover,2862.0,Gargoyle Guardian Chronicles Books 1-3,466.0,Mind Your Muse Books,2017-9-16,4.8
Rachel Caine,Kindle,2863.0,"Cape Storm (Weather Warden, Book 8)",320.0,Ace,2009-8-4,3.8
E.E. Knight,Paperback,2864.0,Way of the Wolf: Book One Of The Vampire Earth,400.0,Ace,2003-9-2,4.2
Ginger Salazar,Kindle,2865.0,Spirits of Falajen (Sethi's Song),447.0,Independently published,2018-1-7,4.5
L. E. Modesitt Jr.,Hardcover,2866.0,The Spellsong War (Spellsong Cycle #2),657.0,Tor Fantasy,1999-1-15,4.3
Terry Brooks,Paperback,2867.0,"The Magic Kingdom of Landover, Vol. 1",736.0,Del Rey,2009-8-18,4.5
Rob Thurman,Paperback,2868.0,Moonshine (Cal Leandros),352.0,Ace,2007-3-6,4.3
John Norman,Paperback,2869.0,Outlaw of Gor (Gorean Saga),220.0,Open Road Media Sci-Fi & Fantasy,2014-5-6,4.2
David Eddings,Hardcover,2870.0,"The Younger Gods (The Dreamers, Book 4)",432.0,Warner Books,2007-3-1,3.1
Marion Zimmer Bradley,Kindle,2871.0,The Firebrand,608.0,Ace,2003-5-6,4.4
George R. R. Martin,Paperback,2872.0,Suicide Kings: A Wild Cards Novel,608.0,Tor Science Fiction,2010-12-28,4.3
Rachel Aaron,Paperback,2873.0,The Spirit Thief (Eli Monpress Book 1),368.0,Orbit,2010-10-1,3.9
Eric Nylund,Paperback,2874.0,Hero of Thera,476.0,Eric Nylund,2017-3-8,4.8
Michael A. Stackpole,Hardcover,2875.0,The New World: Book Three in The Age of Discovery,399.0,Spectra,2007-7-24,3.8
Joe Mckinney,Paperback,2876.0,The Savage Dead,368.0,Pinnacle,2013-9-3,4.1
A.D. Starrling,Paperback,2877.0,Hunted (A Seventeen Series Novel),400.0,AD STARRLING,2016-8-31,4.5
Melanie Rawn,Kindle,2878.0,The Star Scroll: Dragon Prince #2,560.0,DAW,2005-7-5,4.4
S. E. Smith,Kindle,2879.0,Destin's Hold: The Alliance,321.0,Montana Publishing,2017-2-14,4.7
Rob Macgregor,Kindle,2880.0,Indiana Jones and the Dance of the Giants,304.0,Bantam,1991-5-1,4.0
Rob Macgregor,Hardcover,2881.0,Indiana Jones and the Seven Veils (A Bantam Falcon book),304.0,Bantam,1991-11-1,3.6
James Clapper,Kindle,2882.0,Mark Tyner - Rescue in the Virtual World: Mark Tyner and the Virtual World - Book Two,77.0,Independently published,2018-3-5,
Michael Moorcock,Paperback,2883.0,"Elric: The Sleeping Sorceress (Chronicles of the Last Emperor of Melniboné, Vol. 3)",335.0,Del Rey,2008-11-25,4.2
Anne Bishop,Paperback,2884.0,The House of Gaian (Tir Alainn Trilogy),432.0,Roc,2003-10-7,4.4
Michael Moorcock,Kindle,2885.0,Corum - The Queen of The Swords: The Eternal Champion,240.0,Titan Books,2015-6-2,4.4
L. E. Modesitt Jr.,Paperback,2886.0,The Mongrel Mage (Saga of Recluce),768.0,Tor Fantasy,2018-10-2,4.1
Drew Karpyshyn,Hardcover,2887.0,"Children of Fire (The Chaos Born, Book One)",512.0,Del Rey,2014-5-6,4.0
Paul Hoffman,Paperback,2888.0,The Beating of His Wings (Left Hand of God),512.0,Berkley,2014-12-2,3.8
Anne McCaffrey,Hardcover,2889.0,Damia (A Tower and Hive Novel),352.0,Ace,1993-2-1,4.6
Elliott Baker,Paperback,2890.0,The Sun God's Heir: Return Book One,358.0,Tensegrity Press,2017-1-18,4.6
Vasily Mahanenko,Hardcover,2891.0,The Phantom Castle (The Way of the Shaman: Book #4),591.0,Magic Dome Books,2017-4-17,4.1
Adam Burch,Paperback,2892.0,Song of Edmon (The Fracture Worlds),444.0,47North,2017-9-1,4.0
Barb Hendee,Paperback,2893.0,Rebel Fay (Noble Dead),416.0,Ace,2008-1-2,4.2
Michael Moorcock,Kindle,2894.0,The Final Programme: The Cornelius Quartet 1 (The Eternal Champion),240.0,Titan Books,2016-2-2,3.9
Lee Falk,Hardcover,2895.0,The Phantom: The Complete Avon Novels: Volume #3: The Scorpia Menace!,128.0,Hermes Press,2017-10-3,5.0
Devon Monk,Hardcover,2896.0,Hell Bent: A Broken Magic Novel,368.0,Ace,2013-11-5,4.4
Anne McCaffrey,Hardcover,2897.0,On Dragonwings (Dragonsdawn / Dragonseye / Moreta) (Pern),912.0,Del Rey,2003-9-30,4.7
James Clemens,Kindle,2898.0,Wit'ch Storm (The Banned and the Banished #2),528.0,Del Rey,2000-5-2,4.3
Steven Erikson,Kindle,2899.0,Forge of Darkness: Book One of the Kharkanas Trilogy (A Novel of the Malazan Empire),688.0,Tor Books,2014-9-16,4.2
Steven James,Paperback,2900.0,Curse (Blur Trilogy),490.0,Skyscape,2016-5-24,4.5
Piers Anthony,Paperback,2901.0,Well-Tempered Clavicle: A Fabulous Escapade in the Land of Xanth,304.0,Tor Fantasy,2012-8-28,4.4
Paul Kearney,Paperback,2902.0,Hawkwood and the Kings (The Monarchies of God),704.0,Solaris,2010-7-27,4.5
Christie Golden,Paperback,2903.0,Warcraft Official Movie Novelization,304.0,Titan Books,2016-6-7,4.5
Michael Moorcock,Kindle,2904.0,"Elric In the Dream Realms (Chronicles of the Last Emperor of Melniboné, Vol. 5)",448.0,Del Rey,2009-10-27,4.1
Karen Miller,Paperback,2905.0,"The Prodigal Mage (Fisherman's Children, Book 1)",656.0,Orbit,2010-6-1,3.5
Andrew McDowell,Paperback,2906.0,Mystical Greenwood (One With Nature),400.0,Mockingbird Lane Press,2017-11-1,
Robert Jackson Bennett,Kindle,2907.0,The Troupe,512.0,Orbit,2012-2-21,4.1
David Anthony Durham,Hardcover,2908.0,"Acacia: The War with the Mein (Acacia, Book 1)",768.0,Anchor,2008-8-26,3.8
Amelia Atwater-Rhodes,Kindle,2909.0,Of the Divine: Mancer: Book Two (Mancer Trilogy),592.0,Harper Voyager Impulse,2017-10-17,4.0
Trudi Canavan,Kindle,2910.0,The Ambassador's Mission (The Traitor Spy Trilogy),560.0,Orbit,2011-4-1,3.9
Tim Akers,Kindle,2911.0,The Iron Hound: The Hallowed War 2,400.0,Titan Books,2017-8-22,5.0
Mercedes Lackey,Kindle,2912.0,"When Darkness Falls (The Obsidian Trilogy, Book 3)",602.0,Tor Fantasy,2007-5-1,4.6
Michael R. Hicks,Kindle,2913.0,In Her Name: Empire,312.0,Imperial Guard Publishing,2012-3-20,4.5
Brian McClellan,Hardcover,2914.0,The Autumn Republic (The Powder Mage Trilogy),640.0,Orbit,2016-1-5,4.6
Joe Abercrombie,Kindle,2915.0,The Heroes,592.0,Orbit,2011-10-21,4.5
Brian Staveley,Paperback,2916.0,"The Last Mortal Bond: Chronicle of the Unhewn Throne, Book III",672.0,Tor Books,2017-3-14,4.2
Anthony Ryan,Kindle,2917.0,Tower Lord (A Raven's Shadow Novel),624.0,Ace,2015-6-2,4.2
Brian Staveley,Kindle,2918.0,"The Providence of Fire: Chronicle of the Unhewn Throne, Book II",624.0,Tor Books,2015-12-8,4.3
Peter James West,Kindle,2919.0,Information Cloud: Science fiction and fantasy series (Tales of Cinnamon City),367.0,Independently published,2017-6-24,3.7
Brandon Sanderson,Hardcover,2920.0,Oathbringer: Book Three of the Stormlight Archive,1264.0,Tor Books,2018-10-30,4.6
Miles Cameron,Paperback,2921.0,The Dread Wyrm (The Traitor Son Cycle),608.0,Orbit,2015-10-20,4.6
Miles Cameron,Hardcover,2922.0,The Plague of Swords (The Traitor Son Cycle),512.0,Orbit,2016-10-25,4.6
Dan Abnett,Hardcover,2923.0,Hereticus (Eisenhorn),416.0,Games Workshop,2015-9-15,4.7
John Steakley,Hardcover,2924.0,Armor,432.0,DAW,1984-12-4,4.4
Jim Butcher,Hardcover,2925.0,Princeps' Fury (Codex Alera),640.0,Ace,2009-11-24,4.7
Glen Cook,Paperback,2927.0,The Return of the Black Company (Chronicles of The Black Company),672.0,Tor Books,2009-9-15,4.5
Ian C. Esslemont,Hardcover,2928.0,Assail: A Novel of the Malazan Empire (Novels of the Malazan Empire),544.0,Tor Books,2014-8-5,4.3
L. E. Modesitt Jr.,Paperback,2929.0,Treachery's Tools (The Imager Portfolio),640.0,Tor Fantasy,2017-10-3,4.4
Jim Butcher,Kindle,2930.0,Academ's Fury,720.0,Ace,2006-11-28,4.6
L. E. Modesitt Jr.,Kindle,2931.0,"The Magic of Recluce (Recluce series, Book 1)",512.0,Tor Fantasy,1992-5-15,4.1
Elizabeth Bear,Hardcover,2932.0,Range of Ghosts (The Eternal Sky),352.0,Tor Books,2013-1-29,4.3
Peter Newman,Kindle,2933.0,The Vagrant (The Vagrant Trilogy),416.0,HarperVoyager,2016-5-10,3.7
Maurice Druon,Kindle,2934.0,"The Lily and the Lion (The Accursed Kings, Book 6)",432.0,HarperCollins,2015-1-1,4.5
Maurice Druon,Paperback,2935.0,"The King Without a Kingdom (The Accursed Kings, Book 7)",368.0,HarperCollins,2016-3-29,3.3
Maurice Druon,Kindle,2936.0,"The Poisoned Crown (The Accursed Kings, Book 3)",320.0,HarperCollins,2014-1-2,4.4
L. E. Modesitt Jr.,Paperback,2937.0,Antiagon Fire: The Seventh Book of the Imager Portfolio,576.0,Tor Fantasy,2014-3-25,4.4
S. M. Stirling,Hardcover,2938.0,The Golden Princess (A Novel of the Change),560.0,Ace,2015-9-1,3.9
L. E. Modesitt Jr.,Paperback,2939.0,Scholar: The Fourth Book of the Imager Portfolio,672.0,Tor Fantasy,2012-9-25,4.4
Maurice Druon,Kindle,2940.0,"The She-Wolf (The Accursed Kings, Book 5)",464.0,HarperCollins,2014-9-25,4.6
Guy Gavriel Kay,Hardcover,2941.0,Under Heaven,608.0,Ace,2011-5-3,4.5
Harry Turtledove,Paperback,2942.0,"The Victorious Opposition (American Empire, Book Three) (Southern Victory: American Empire)",640.0,Del Rey,2004-4-27,4.1
L. E. Modesitt Jr.,Hardcover,2943.0,Princeps: The Fifth Book of the Imager Portfolio,688.0,Tor Fantasy,2013-3-26,4.4
Jim Butcher,Kindle,2944.0,"Cursor's Fury (Codex Alera, Book 3)",704.0,Ace,2007-11-27,4.7
Steven Erikson,Hardcover,2945.0,Dust of Dreams: Book Nine of The Malazan Book of the Fallen,1280.0,Tor Fantasy,2010-11-30,4.3
Terry Pratchett,Paperback,2946.0,Monstrous Regiment: A Novel of Discworld,464.0,Harper,2014-7-29,4.4
David Weber,Hardcover,2947.0,March Upcountry (March Upcountry (Paperback)),608.0,Baen,2002-5-1,4.4
Jim Butcher,Kindle,2948.0,"Captain's Fury (Codex Alera, Book 4)",656.0,Ace,2008-11-25,4.7
L. E. Modesitt Jr.,Kindle,2949.0,Cyador's Heirs (Saga of Recluce),736.0,Tor Fantasy,2015-3-31,4.5
Janny Wurts,Hardcover,2950.0,"The Curse of the Mistwraith (Wars of Light & Shadow, Book 1)",848.0,HarperVoyager,2004-11-1,3.9
Brian Staveley,Kindle,2951.0,"The Emperor's Blades: Chronicle of the Unhewn Throne, Book I",496.0,Tor Books,2014-8-26,4.4
Jim Butcher,Hardcover,2952.0,"Furies of Calderon (Codex Alera, Book 1)",688.0,Ace,2005-6-28,4.4
L. E. Modesitt Jr.,Hardcover,2953.0,Rex Regis: The Eighth Book of the Imager Portfolio,640.0,Tor Fantasy,2014-12-30,4.5
Ian C. Esslemont,Paperback,2954.0,"Deadhouse Landing: Path to Ascendancy, Book 2 (A Novel of the Malazan Empire)",400.0,Tor Books,2017-11-14,4.8
C L Werner,Hardcover,2955.0,The Realmgate Wars: Volume 2,960.0,Games Workshop,2018-9-4,
Ian Douglas,Paperback,2956.0,"Luna Marine (The Heritage Trilogy, Book 2)",416.0,Avon Eos,,4.2
Myke Cole,Kindle,2957.0,Shadow Ops: Breach Zone,384.0,Ace,2014-1-28,4.4
Murasaki Shikibu,Hardcover,2958.0,Tale of Genji: The Arthur Waley Translation of Lady Murasaki's Masterpiece with a new foreword by Dennis Washburn (Tuttle Classics),1184.0,Tuttle Publishing,2010-3-10,3.6
L. E. Modesitt Jr.,Hardcover,2959.0,"Alector's Choice (Corean Chronicles, Book 4)",640.0,Tor Fantasy,2006-4-4,4.4
Janny Wurts,Paperback,2960.0,"Traitor’s Knot: Fourth Book of The Alliance of Light (The Wars of Light and Shadow, Book 7) (The Wars of Light and Shadow series) (Bk. 4)",656.0,HarperVoyager,2005-8-1,4.3
Michael A. Stackpole,Kindle,2961.0,"Fortress Draconis (The DragonCrown War Cycle, Book 1)",736.0,Spectra,2002-10-29,3.3
Christopher Priest,Paperback,2962.0,The Gradual,400.0,Titan Books,2017-7-18,3.7
Mark Latham,Paperback,2963.0,The Cthulhu Campaigns: Ancient Rome (Dark Osprey),76.0,Osprey Games,2016-11-22,4.0
Glen Cook,Kindle,2964.0,"Lord of the Silent Kingdom (Instrumentalities of the Night, Bk. 2)",640.0,Tor Fantasy,2008-1-2,4.0
Tracy Hickman,Hardcover,2965.0,Blood of the Emperor: The Annals of Drakis: Book Three,448.0,DAW,2013-6-4,3.6
Nathan Long,Hardcover,2966.0,Ulrika the Vampire (Warhammer Chronicles),816.0,Games Workshop,2018-7-10,
Robert Low,Kindle,2967.0,The Wolf Sea. Robert Low (Oathsworn),400.0,HarperTorch,2008-9-30,4.3
Cory Gaffner,Kindle,2968.0,I'll Be Back: A Striker's Universe Novella,133.0,Cory Gaffner,2018-1-22,5.0
John Marco,Paperback,2969.0,The Grand Design - Book Two of Tyrants and Kings,785.0,Bantam,2001-1-2,4.0
Glen Cook,Paperback,2970.0,Sung in Blood,176.0,Night Shade Books,2014-5-6,3.5
Kim Stanley Robinson,Kindle,2971.0,Red Mars,672.0,Harper Voyager,2009-7-1,3.9
Dan Abnett,Kindle,2972.0,Double Eagle,416.0,Games Workshop,2005-8-9,4.3
Josh Reynolds,Paperback,2973.0,Death on the Pitch - A Blood Bowl Anthology,960.0,Games Workshop,2018-12-11,
Janny Wurts,Paperback,2974.0,"Warhost of Vastmark (The Wars of Light and Shadow, Book 3) (The Wars of Light and Shadow series)",576.0,HarperVoyager,2004-11-1,4.5
John Marco,Hardcover,2975.0,The Saints of the Sword : Book Three of Tyrants and Kings,720.0,Bantam,2001-11-27,4.4
Josh Reynolds,Hardcover,2976.0,Inferno #1,256.0,Games Workshop,2018-9-4,
K. J. Parker,Paperback,2977.0,The Escapement (Engineer Trilogy),432.0,Orbit,2007-12-14,3.7
Dean F. Wilson,Hardcover,2978.0,"Hopebreaker (The Great Iron War, Book 1)",222.0,Dioscuri Press,2014-12-15,4.1
Mike Moscoe,Paperback,2979.0,"They Also Serve (Society of Humanity, Bk. 3)",368.0,Ace,2001-1-1,4.4
Eiji Yoshikawa,Paperback,2980.0,Heike Story: A Modern Translation of the Classic Japanese Tale of Love and War (Tuttle Classics),576.0,Tuttle Publishing,2011-4-10,3.5
George R. R. Martin,Kindle,2981.0,A Clash of Kings: Book 2 of a Song of Ice and Fire,928.0,HarperCollins Publishers,2011-9-1,4.6
Dan Abnett,Paperback,2982.0,Necropolis (Gaunt's Ghosts),416.0,Games Workshop,2015-8-4,4.8
Stephen Aryan,Kindle,2983.0,Magefall (The Age of Dread),512.0,Orbit,2018-9-4,
Richard Nell,Kindle,2984.0,Rebellion of the Black Militia,130.0,Independently published,2017-11-3,4.4
L. E. Modesitt Jr.,Kindle,2985.0,Legacies: A Corean Chronicles Novel,608.0,Tor Fantasy,2017-6-27,4.2
Robin Hobb,Hardcover,2986.0,Shaman's Crossing (The Soldier Son Trilogy),640.0,Voyager,2006-7-3,3.4
Mirren Hogan,Paperback,2987.0,Night Witches,208.0,Sands Press,2017-3-17,4.7
Michael R. Hicks,Kindle,2988.0,In Her Name Legend Of The Sword,320.0,Imperial Guard Publishing,2012-2-16,4.6
Michael R Hicks,Hardcover,2989.0,In Her Name Dead Soul,260.0,Imperial Guard Publishing,2012-2-15,4.6
Edgar Rice Burroughs,Kindle,2990.0,"The Collected John Carter of Mars, Vol. 2: Thuvia, Maid of Mars / The Chessmen of Mars / The Master Mind of Mars / A Fighting Man of Mars",963.0,Disney Editions,2012-2-7,4.2
Josh Reynolds,Kindle,2991.0,Hammerhal (Black Library Summer Reading),128.0,Games Workshop,2018-7-10,
John Marco,Paperback,2992.0,The Jackal of Nar -Book One of Tyrants and Kings,754.0,Bantam Spectra Fantasy,2000-2-1,3.9
Harry Turtledove,Hardcover,2993.0,"The Center Cannot Hold (American Empire, Book Two) (Southern Victory: American Empire)",640.0,Del Rey,2003-7-1,4.0
Chris Pramas,Kindle,2994.0,Elf Warfare (Open Book),64.0,Osprey Publishing,2017-6-20,4.1
Mark Morris,Kindle,2995.0,Spartacus: Morituri,320.0,Titan Books,2012-8-21,4.2
Harry Turtledove,Paperback,2996.0,The United States of Atlantis,480.0,Ace,2009-12-1,3.9
Robert Low,Kindle,2997.0,The Whale Road. Robert Low (The Oathsworn Series),400.0,Harper,2007-8-1,3.9
Harry Sidebottom,Paperback,2998.0,Caspian Gates: Warrior of Rome: Book 4,432.0,The Overlook Press,2013-2-26,3.9
K. J. Taylor,Hardcover,2999.0,The Shadow's Heart (The Risen Sun),464.0,Ace,2014-12-30,3.4
Kameron Hurley,Hardcover,3000.0,God's War: Bel Dame Apocrypha Volume 1,288.0,Night Shade Books,2011-2-1,4.0
Edgar Rice Burroughs,Hardcover,3001.0,"The Collected John Carter of Mars, Vol. 3",912.0,Disney Editions,2012-2-7,4.3
K. J. Parker,Kindle,3002.0,The Folding Knife,464.0,Orbit,2010-2-22,4.2
David V. Stewart,Kindle,3003.0,Needle Ash Book 3: Shadows Rise,131.0,Independently published,2018-1-15,5.0
Thomas A Watson,Paperback,3004.0,Blue Plague: Hope (Volume 7),632.0,CreateSpace Independent Publishing Platform,2016-11-15,4.7
Alistair MacLean,Paperback,3005.0,The Complete Navarone,864.0,Harper,2011-5-12,4.2
Tom Doyle,Kindle,3006.0,American Craftsmen: A Novel (American Craft Series),432.0,Tor Fantasy,2015-6-30,4.2
Janny Wurts,Kindle,3007.0,"The Ships of Merior (The Wars of Light and Shadow, Book 2) (The Wars of Light and Shadow series)",752.0,HarperVoyager,2004-11-1,4.0
Josh Reynolds,Paperback,3008.0,Plague Garden (Hallowed Knights),416.0,Games Workshop,2017-12-5,
Salina B Baker,Kindle,3009.0,Angels & Patriots: Book One,,Culper Press,2017-12-5,4.4
Daniel Polansky,Kindle,3010.0,"Tomorrow, the Killing: Low Town 2",368.0,Hodder,2014-4-1,4.3
Dan Abnett,Kindle,3011.0,First and Only (Gaunt's Ghosts),416.0,Games Workshop,2015-2-24,4.3
Kate Forsyth,Hardcover,3012.0,The Fathomless Caves: Book Six of the Witches of Eileanan,389.0,Ace,2002-11-5,4.9
Jack Yeovil,Paperback,3013.0,The Vampire Genevieve (Warhammer Novels),768.0,Games Workshop,2005-12-20,3.7
Jonathan Cresswell-Jones,Paperback,3014.0,The Texas Campaign (The Great Martian War),325.0,Zmok Books,2018-5-22,
Janny Wurts,Hardcover,3015.0,"Grand Conspiracy: Second Book of The Alliance of Light (The Wars of Light and Shadow, Book 5) (The Wars of Light and Shadow series) (Bk. 2)",656.0,HarperVoyager,2007-11-5,4.8
L. E. Modesitt Jr.,Kindle,3016.0,Ordermaster (Saga of Recluce),608.0,Tor Fantasy,2005-12-27,4.6
J. Patrick Black,Hardcover,3017.0,"Ninth City Burning (War of the Realms Novel, A)",544.0,Ace,2017-6-6,3.9
K. J. Parker,Hardcover,3018.0,Evil for Evil (Engineer Trilogy),704.0,Orbit,2007-11-21,3.8
Michael R. Hicks,Hardcover,3019.0,In Her Name: Confederation,302.0,Imperial Guard Publishing,2012-3-20,4.6
Sherwood Smith,Hardcover,3020.0,Banner of the Damned,800.0,DAW,2013-4-2,3.7
Evan Currie,Hardcover,3021.0,SEAL Team 13 (SEAL Team 13 series),336.0,47North,2013-11-5,4.0
J. Kyle McNeal,Hardcover,3022.0,Birthrights (Revisions to the Truth),552.0,Elevate Fiction,2017-6-6,4.4
Annie Groves,Kindle,3023.0,As Time Goes By,512.0,HarperCollins,2008-2-18,4.3
Bernard Cornwell,Hardcover,3024.0,Sharpe's Havoc (The Sharpe Series),368.0,Harper,2011-9-1,4.5
David Eddings,Kindle,3025.0,The Elder Gods,512.0,Voyager,2005-1-3,3.5
Michael R. Hicks,Paperback,3026.0,In Her Name: Final Battle,252.0,Imperial Guard Publishing,2012-3-20,4.5
Michael R. Hicks,Paperback,3027.0,In Her Name: The Last War,796.0,Imperial Guard Publishing,2012-3-20,4.6
E.E. Knight,Hardcover,3028.0,Baltic Gambit (Vampire Earth),320.0,Ace,2015-4-7,3.6
Darius Hinks,Hardcover,3029.0,Champions of Chaos (Warhammer Chronicles),944.0,Games Workshop,2018-4-17,
Robin Hobb,Kindle,3030.0,Renegade's Magic (Soldier Son Trilogy),760.0,Harper Voyager,2008-7-1,3.6
Mirah Bolender,Paperback,3031.0,City of Broken Magic,400.0,Tor Books,2018-11-20,
Kate Forsyth,Hardcover,3032.0,Cursed Towers (Witches of Eileanan),560.0,Ace,2000-5-1,4.7
Bernard Cornwell,Paperback,3033.0,Sharpe's Rifles (The Sharpe Series),352.0,Harper,2011-9-1,4.5
Nick Horth,Kindle,3034.0,City of Secrets (Black Library Summer Reading),128.0,Games Workshop,2018-7-10,
Harry Turtledove,Hardcover,3035.0,"Swords of the Legion (The Videssos Cycle, Book 4)",408.0,Del Rey,1987-9-12,4.7
