,docID,position,term,label
47795,116,393,liei think,False
47800,116,421,pretty standard,False
47806,116,456,burger places,False
47819,116,521,great coke,False
47820,116,526,coke machine,False
47823,116,549,know sounds,False
47824,116,556,sounds super,False
47825,116,562,super weird,False
47833,116,609,can choose,False
47839,116,653,want fanta,False
47851,116,713,fanta flavours,False
47853,116,83,always go,False
47857,116,747,diet coke,True
47862,116,780,even exist,False
47865,116,796,canada ill,False
47866,116,800,ill tell,False
47870,116,20,can get,False
47877,116,858,get really,False
47878,116,865,really confused,False
47884,116,896,diet coke,True
47885,116,901,coke instead,False
47894,116,971,small location,False
47918,116,1109,mounted flat,False
47919,116,1114,flat screen,False
47926,116,1152,theyve done,False
47929,116,1162,can can,False
47933,116,1181,super small,False
47934,116,1187,small space,False
47942,119,40,another couple,False
47949,119,74,double date,False
47950,119,79,date night,False
47960,119,136,im glad,False
47965,119,156,even still,False
47969,119,181,originally seats,False
47975,119,208,ideal table,False
47983,119,252,manager came,False
47987,119,276,graciously moved,False
47988,119,21,moved us,False
47997,119,332,apparently many,False
47998,119,337,many people,False
47999,119,344,people call,False
48002,119,361,reserve specific,False
48003,119,370,specific seats,False
48007,119,391,also offering,False
48010,119,419,winterlicious cocktails,False
48021,119,496,appetizers included,False
48022,119,505,included two,False
48023,119,509,two salads,False
48026,119,529,looked great,False
48034,119,580,husband ordered,False
48037,119,598,onion soup,True
48041,119,626,winterlicious menu,False
48051,119,675,mushroom soup,True
48055,119,694,prix fixe,False
48060,119,723,excellentthe main,False
48061,119,728,main courses,False
48062,119,736,courses included,False
48063,119,745,included steak,False
48067,119,768,regular menu,False
48068,119,773,menu prepared,False
48069,119,782,prepared exactly,False
48087,119,873,really goodthe,False
48088,119,881,goodthe lasagna,False
48091,119,898,pork belly,True
48097,119,940,winterlicious menu,False
48098,119,954,lasagna came,False
48102,119,972,rounded dish,False
48113,119,1024,smaller side,False
48116,119,1044,satisfying within,False
48119,119,728,three course,False
48120,119,1066,course meal,False
48132,119,1131,really nice,False
48136,119,1157,pistachio chicken,True
48141,119,1182,huge dish,False
48144,119,1199,chicken breast,True
48149,119,1239,winterlicious menu,False
48155,119,1269,rhubarb crumble,True
48162,119,1306,creme brule,True
48173,119,1369,many places,False
48176,119,1388,sticky toffee,False
48177,119,1395,toffee cake,True
48185,119,158,amazingfinally ill,False
48186,119,1456,ill mention,False
48198,119,1522,single person,False
48220,119,1097,pricier end,False
48230,119,1697,three drinks,False
48249,119,1786,nice night,False
48254,119,1810,romantic date,False
48256,119,1823,will definitely,False
48257,119,1834,definitely come,False
48258,119,1839,come back,False
48268,120,26,dinner simply,False
48277,120,79,sister recommended,False
48280,120,108,good choice,False
48281,120,115,choice mon,False
48282,120,119,mon soeur,False
48285,120,135,cute little,False
48286,120,142,little bar,False
48289,120,155,nice clean,False
48290,120,161,clean decor,False
48294,120,189,interesting touches,False
48299,120,213,large metal,False
48300,120,219,metal cross,False
48303,120,232,one wall,False
48309,120,254,big fan,False
48320,120,311,good size,False
48333,120,386,smooth thats,False
48345,120,444,bar tending,False
48357,120,518,average price,False
48363,120,551,size makes,False
48370,120,592,oz drinks,False
48373,120,608,large martini,False
48374,120,616,martini glasses,False
48386,120,685,coming back,False
48401,122,39,negative reviews,False
48412,122,95,good experience,False
48421,122,144,penne gorgonzola,True
48425,122,170,also fabulous,False
48431,122,205,partied ordered,False
48434,122,222,veal parmesan,True
48437,122,243,grilled veggies,True
48438,122,251,veggies instead,False
48445,122,287,salmon altogether,False
48448,122,306,meal came,False
48450,122,319,tip included,False
48463,122,381,normal dinner,False
48468,122,412,also note,False
48469,122,417,note though,False
48492,122,554,restaurant atmosphere,False
48495,122,576,nothing special,False
48498,122,591,im disenchanted,False
48502,122,620,trendy spaces,False
48505,122,645,pretentiously presented,False
48506,122,655,presented food,False
48509,122,670,isnt half,False
48533,122,794,older side,False
48534,122,799,side like,False
48537,122,815,dining chairs,False
48544,122,850,fussy grandmothers,False
48545,122,863,grandmothers home,False
48548,122,877,fake paintings,False
48555,122,922,perfect well,False
48563,122,960,probably just,False
48564,122,965,just average,False
48568,122,407,atmosphere also,False
48569,122,997,also just,False
48570,122,1002,just average,False
48576,122,1033,pose major,False
48577,122,1039,major problems,False
48580,122,1068,ultimately give,False
48595,122,1150,anything remotely,False
48596,122,1159,remotely bad,False
48602,122,1185,go back,False
48608,123,19,scared away,False
48621,123,88,nothing else,False
48622,123,93,else quieter,False
48623,123,101,quieter ill,False
48624,123,105,ill start,False
48638,123,181,theyre really,False
48643,123,105,single star,False
48653,123,262,just horrible,False
48656,123,282,husband ordered,False
48659,123,296,hot dog,True
48671,123,350,substitute fries,False
48685,123,428,plasticy processed,False
48686,123,438,processed cheese,False
48688,123,453,took one,False
48689,123,457,one bite,False
48698,123,508,got fries,False
48699,123,514,fries instead,False
48702,123,531,sweet potato,True
48703,123,538,potato didnt,False
48704,123,544,didnt bother,False
48705,123,551,bother complaining,False
48711,123,586,free salad,False
48716,123,618,said nice,False
48717,123,623,nice server,False
48720,123,642,husbands food,False
48723,123,656,fine although,False
48724,123,665,although nothing,False
48725,123,673,nothing special,False
48734,123,728,drinks anyway,False
48743,123,772,wasnt good,False
48746,123,792,avoid eating,False
48752,124,7,got recommendations,False
48769,124,110,told though,False
48774,124,135,first come,False
48775,124,140,come first,False
48776,124,146,first served,False
48783,124,182,ideal seats,False
48801,124,279,lunch though,False
48815,124,355,promptly served,False
48820,124,382,puffed rolls,True
48825,124,410,herbs infused,False
48828,124,440,deliciousi ordered,False
48829,124,448,ordered parmesan,False
48830,124,457,parmesan chicken,True
48834,124,480,husband ordered,False
48837,124,495,lamb burger,True
48839,124,512,food came,False
48848,124,570,favorite part,False
48859,124,629,declined dessert,False
48863,124,652,still given,False
48874,124,714,small chocolate,False
48875,124,724,chocolate mousse,True
48879,124,746,decorated plate,False
48882,124,762,said happy,False
48883,124,768,happy anniversary,False
48888,124,798,total surprise,False
48900,124,856,special occasion,False
48904,124,878,said nothing,False
48916,124,525,food delicious,False
48920,124,968,view wonderful,False
48924,124,994,great experience,False
48930,125,26,first time,False
48931,125,31,time yesterday,False
48932,125,41,yesterday night,False
48935,125,60,celebrate something,False
48939,125,94,several members,False
48953,125,175,really enjoyed,False
48956,125,194,nice atmosphere,False
48959,125,219,excellent service,False
48960,125,227,service everyone,False
48961,125,236,everyone ordered,False
48966,125,267,different dishes,False
48967,125,274,dishes many,False
48976,125,321,chicken salad,True
48984,125,368,sisters pasta,False
48985,125,267,pasta dish,False
48988,125,331,amazing though,False
48991,125,409,waiter never,False
48992,125,415,never rushed,False
48993,125,161,rushed us,False
49000,125,453,refill water,False
49005,125,479,clear dishes,False
49006,125,486,dishes etc,False
49010,125,508,arm brace,False
49016,125,537,little high,False
49022,125,563,didnt give,False
49025,125,579,place five,False
49026,125,584,five stars,False
49030,125,613,amazing places,False
49031,125,620,places exist,False
49036,125,647,great food,False
49039,125,662,great prices,False
49045,125,689,nice evening,False
49050,127,21,scarborough town,False
49051,127,26,town centre,False
49054,127,42,came upon,False
49063,127,93,rather ingenious,False
49064,127,103,ingenious booth,False
49067,127,124,colourful signs,False
49072,127,146,long list,False
49081,127,190,many places,False
49084,127,207,make different,False
49085,127,217,different cupcakes,False
49088,127,240,different days,False
49094,127,287,steep thats,False
49095,127,293,thats pretty,False
49096,127,300,pretty standard,False
49097,127,318,cupcake places,False
49098,127,325,places seem,False
49106,127,217,around cupcake,False
49109,127,395,guys fall,False
49110,127,400,fall somewhere,False
49118,127,448,expect excellence,False
49119,127,459,excellence needless,False
49122,127,273,say now,False
49123,127,479,now heres,False
49126,127,497,strange thing,False
49140,127,573,ordering online,False
49141,127,580,online thing,False
49142,127,586,thing anyway,False
49148,127,616,youre paying,False
49153,127,655,real incentive,False
49162,127,709,two days,False
49180,127,804,different flavours,False
49189,127,859,salted caramel,False
49193,127,880,huge disappointment,False
49201,127,938,little kiosk,False
49208,127,965,smart idea,False
49218,127,1017,will bother,False
49243,128,111,real lack,False
49246,128,124,good mexican,False
49247,128,132,mexican food,False
49254,128,174,good reviews,False
49259,128,200,far away,False
49266,128,228,went parking,False
49269,128,24,leaside can,False
49272,128,261,pretty brutal,False
49276,128,283,finally found,False
49281,128,309,luckily street,False
49282,128,316,street parking,False
49288,128,357,tacky stereotypical,False
49295,128,400,quickly greeted,False
49301,128,440,chicken enchilada,False
49305,128,465,husband ordered,False
49309,128,499,food came,False
49319,128,545,salad sort,False
49322,128,561,italian dressing,False
49327,128,596,refried beans,False
49332,128,630,main courses,False
49333,128,638,courses came,False
49351,128,742,wasnt perfect,False
49354,128,759,well totally,False
49361,129,25,mother husband,False
49366,129,53,brunch lunch,False
49370,129,78,quite happy,False
49383,129,149,french toast,True
49386,129,175,practically half,False
49392,129,208,husband ordered,False
49395,129,228,stoneys breakfast,False
49400,129,257,eggs toast,False
49401,129,263,toast bacon,False
49402,129,269,bacon etc,False
49403,129,273,etc meal,False
49405,129,289,mother ordered,False
49408,129,314,huge portions,False
49412,129,342,per breakfast,False
49413,129,352,breakfast meal,False
49419,129,377,steep end,False
49426,129,413,mine im,False
49433,129,448,warranted especially,False
49434,129,459,especially since,False
49453,129,549,meal type,False
49454,129,554,type place,False
49477,130,6,never eaten,False
49485,130,48,always crowded,False
49491,130,80,must mean,False
49492,130,85,mean something,False
49495,130,110,running errands,False
49498,130,128,hadnt eaten,False
49501,130,144,whole day,False
49506,130,170,finally give,False
49514,130,214,chicken sandwich,True
49517,130,232,iced tea,True
49520,130,245,iced tea,True
49521,130,249,tea doesnt,False
49522,130,256,doesnt appear,False
49527,130,281,dark reddish,False
49528,130,289,reddish colour,False
49531,130,307,tasted like,False
49536,130,342,pomegranate juice,False
49541,130,379,super gross,False
49553,130,443,cant see,False
49557,130,459,menu anything,False
49558,130,468,anything else,False
49569,130,516,order poured,False
49581,130,568,iced tea,True
49582,130,580,sooooo ew,False
49587,130,614,just alright,False
49589,130,633,aroma sauce,False
49594,130,657,garlic mayo,False
49602,130,200,roasted red,False
49603,130,700,red peppers,False
49607,131,6,solid soup,False
49608,131,11,soup place,False
49611,131,41,eversoslightly sketchy,False
49612,131,49,sketchy vibe,False
49619,131,86,woman disappears,False
49623,131,121,usually closes,False
49626,131,140,sliding window,False
49630,131,159,cant see,False
49631,131,163,see back,False
49636,131,194,eventually emerges,False
49637,131,208,also seems,False
49644,131,246,jamaican movies,False
49650,131,273,glass case,False
49653,131,295,random generous,False
49657,131,321,veggies less,False
49667,131,373,great flavour,False
49671,131,398,decently sized,False
49686,131,484,nice easy,False
49687,131,489,easy addon,False
49696,131,536,doesnt bother,False
49702,131,579,really deserves,False
49705,131,607,red bean,False
49721,132,62,since thats,False
49724,132,81,possible im,False
49725,132,84,im rounding,False
49731,132,122,sunday lunch,False
49742,132,194,appetizer entree,False
49746,132,225,arrived first,False
49772,132,365,wine menu,False
49776,132,385,party finally,False
49777,132,393,finally arrived,False
49784,132,436,cheese dip,True
49803,132,543,pickled cauliflower,True
49824,132,668,people ordered,False
49845,132,781,husband loved,False
49848,132,797,apple terrine,True
49861,132,865,creme brule,True
49879,132,918,thin hard,False
49880,132,961,hard candy,False
49890,132,1011,got stuck,False
49897,132,1059,consistently good,False
49909,132,1123,lunch although,False
49917,132,1164,cant comment,False
49922,132,1195,tapas bar,False
49926,132,1211,expect sizes,False
49940,132,1282,priced accordingly,False
49947,132,1319,sharable portions,False
49969,132,1452,wouldnt really,False
49978,132,1505,winterlicious meal,False
49988,132,1549,first choice,False
49991,132,1562,go back,False
49998,133,29,people complaining,False
50010,133,111,especially given,False
50023,133,63,got us,False
50024,133,183,us seats,False
50033,133,230,little loud,False
50039,133,255,s throwback,False
50044,133,295,place looks,False
50045,133,301,looks like,False
50051,133,325,total hole,False
50066,133,390,weird atmosphere,False
50069,133,410,weird old,False
50070,133,414,old ghetto,False
50071,133,421,ghetto blasters,False
50082,133,488,random just,False
50083,133,176,just go,False
50107,133,614,bulgogi steak,True
50111,133,636,friend ordered,False
50115,133,669,arrived raw,False
50135,133,761,friend allowed,False
50144,133,799,fresh tasting,False
50148,133,824,delicious marinade,False
50149,133,839,next came,False
50152,133,855,bulgogi sandwich,True
50153,133,871,fresh delicious,False
50154,133,881,delicious bread,False
50159,133,927,poutines arrived,False
50171,133,999,doesnt matter,False
50172,133,1006,matter okay,False
50192,133,1119,new favourite,False
50193,133,1129,favourite food,False
50198,133,1161,party got,False
50203,133,1188,looked amazing,False
50215,133,1250,also proclaimed,False
50223,133,1308,wrong moves,False
50225,133,1325,drink menu,False
50236,133,702,didnt take,False
50239,133,1407,plunge although,False
50243,133,1427,fun sitting,False
50251,133,1473,bartender creating,False
50261,133,1534,two others,False
50266,133,1561,two tapas,False
50270,133,1581,generic alcoholic,False
